epoch,kl,loss,recon,val_kl,val_loss,val_recon,learning_rate
327,430.8553,497.3452,475.8024,382.8318,1320.8395,1301.6978,0.0010
328,405.0033,508.2328,487.9826,376.9725,1155.7258,1136.8773,0.0010
329,423.1353,478.4960,457.3392,376.7126,1288.1433,1269.3077,0.0010
330,418.4165,500.3301,479.4094,368.3753,1524.7188,1506.2999,0.0010
331,427.4975,462.9294,441.5545,364.3791,1435.4861,1417.2671,0.0010
332,407.0793,491.6537,471.2996,355.5151,1435.2764,1417.5006,0.0010
333,415.8343,466.1807,445.3889,355.9177,1380.0800,1362.2842,0.0010
334,406.3706,493.6144,473.2959,358.5752,1405.9762,1388.0476,0.0010
335,423.9669,466.7386,445.5403,363.6260,1304.3379,1286.1565,0.0010
336,422.5209,467.9497,446.8237,365.9543,1341.8865,1323.5887,0.0010
337,412.1323,448.6148,428.0082,377.7992,1192.6450,1173.7551,0.0010
338,399.8770,459.9518,439.9580,371.7435,1398.5007,1379.9136,0.0010
339,398.5924,517.9423,498.0127,381.8442,1230.4268,1211.3346,0.0010
340,404.6002,503.0743,482.8443,364.8303,1602.1886,1583.9471,0.0010
341,400.9237,508.8899,488.8437,356.3012,1663.8114,1645.9963,0.0010
342,403.5424,470.2731,450.0960,370.2955,1287.3442,1268.8293,0.0010
343,406.4804,484.5897,464.2657,367.7346,1417.0669,1398.6802,0.0010
344,393.3579,419.0073,399.3394,375.3527,1278.3821,1259.6144,0.0010
345,398.3291,477.3402,457.4237,371.7236,1293.7233,1275.1370,0.0010
346,402.7074,453.9478,433.8124,365.1658,1398.9419,1380.6836,0.0010
347,403.8555,420.6940,400.5013,373.5926,1225.9814,1207.3018,0.0010
